United States,Jan  7 2022,2351,1589,136
United States,Jan  8 2022,853,1652,0
United States,Jan  9 2022,668,1697,0
United States,Jan 10 2022,1954,1765,0
United States,Jan 11 2022,3196,1821,0
United States,Jan 12 2022,2188,1896,282
United States,Jan 13 2022,2141,1907,0
United States,Jan 14 2022,2811,1973,140
United States,Jan 15 2022,1373,2047,0
United States,Jan 16 2022,839,2071,0
United States,Jan 17 2022,1443,1998,0
United States,Jan 18 2022,2630,1917,0
United States,Jan 19 2022,2815,2007,408
United States,Jan 20 2022,2849,2108,0
United States,Jan 21 2022,3763,2244,79
United States,Jan 22 2022,1229,2224,0
United States,Jan 23 2022,930,2237,0
United States,Jan 24 2022,2741,2422,0
United States,Jan 25 2022,3530,2551,0
United States,Jan 26 2022,3100,2591,268
United States,Jan 27 2022,2840,2590,0
United States,Jan 28 2022,3454,2546,121
United States,Jan 29 2022,1502,2585,0
United States,Jan 30 2022,897,2580,0
United States,Jan 31 2022,2643,2566,71
United States,Feb  1 2022,4170,2658,0
United States,Feb  2 2022,3167,2667,0
United States,Feb  3 2022,2695,2646,0
