United States,Jul 13 2021,738594,617303.86
United States,Jul 14 2021,759135,614635.43
United States,Jul 15 2021,767978,621008.29
United States,Jul 16 2021,724602,629495.43
United States,Jul 17 2021,526190,635150.57
United States,Jul 18 2021,396769,642990.57
United States,Jul 19 2021,658758,653146.57
United States,Jul 20 2021,900562,676284.86
United States,Jul 21 2021,927562,700345.86
United States,Jul 22 2021,915768,721458.71
United States,Jul 23 2021,881021,743804.29
United States,Jul 24 2021,653774,762030.57
United States,Jul 25 2021,491551,775570.86
United States,Jul 26 2021,784692,793561.43
United States,Jul 27 2021,1034689,812722.43
United States,Jul 28 2021,1103747,837891.71
United States,Jul 29 2021,1106781,865179.29
United States,Jul 30 2021,1048363,889085.29
United States,Jul 31 2021,765572,905056.43
United States,Aug  1 2021,568163,916001
United States,Aug  2 2021,967084,942057
United States,Aug  3 2021,1265377,975012.43
United States,Aug  4 2021,1321510,1006121.43
United States,Aug  5 2021,1377429,1044785.43
United States,Aug  6 2021,1333616,1085535.86
United States,Aug  7 2021,1001517,1119242.29
United States,Aug  8 2021,715223,1140250.86
United States,Aug  9 2021,1133152,1163974.86
United States,Aug 10 2021,1434496,1188134.71
United States,Aug 11 2021,1529893,1217903.71
United States,Aug 12 2021,1527879,1239396.57
United States,Aug 13 2021,1525038,1266742.57
United States,Aug 14 2021,1128629,1284901.43
United States,Aug 15 2021,794792,1296268.43
United States,Aug 16 2021,1280246,1317281.86
United States,Aug 17 2021,1606615,1341870.29
United States,Aug 18 2021,1700461,1366237.14
United States,Aug 19 2021,1650867,1383806.86
United States,Aug 20 2021,1543989,1386514.14
United States,Aug 21 2021,1175957,1393275.29
United States,Aug 22 2021,839360,1399642.14
United States,Aug 23 2021,1321004,1405464.71
United States,Aug 24 2021,1810750,1434626.86
United States,Aug 25 2021,1947875,1469971.71
United States,Aug 26 2021,1954666,1513371.57
United States,Aug 27 2021,1886526,1562305.43
United States,Aug 28 2021,1437280,1599637.29
United States,Aug 29 2021,984012,1620301.86
United States,Aug 30 2021,1459126,1640033.57
United States,Aug 31 2021,1972495,1663140
United States,Sep  1 2021,2038129,1676033.43
United States,Sep  2 2021,1963616,1677312
United States,Sep  3 2021,1867432,1674584.29
United States,Sep  4 2021,1356023,1662976.14
United States,Sep  5 2021,992738,1664222.71
United States,Sep  6 2021,824934,1573623.86
United States,Sep  7 2021,1403387,1492322.71
United States,Sep  8 2021,2036930,1492151.43
United States,Sep  9 2021,2068317,1507108.71
United States,Sep 10 2021,2067518,1535692.43
United States,Sep 11 2021,1534018,1561120.29
United States,Sep 12 2021,986022,1560160.86
United States,Sep 13 2021,1492271,1655494.71
United States,Sep 14 2021,1889786,1724980.29
United States,Sep 15 2021,2128124,1738008
United States,Sep 16 2021,2009675,1729630.57
United States,Sep 17 2021,1915420,1707902.29
United States,Sep 18 2021,1396028,1688189.43
United States,Sep 19 2021,961482,1684683.71
United States,Sep 20 2021,1388925,1669920
United States,Sep 21 2021,1924144,1674828.29
United States,Sep 22 2021,2062112,1665398
United States,Sep 23 2021,1998989,1663871.43
United States,Sep 24 2021,1918072,1664250.29
United States,Sep 25 2021,1353134,1658122.57
United States,Sep 26 2021,879538,1646416.29
United States,Sep 27 2021,1232019,1624001.14
United States,Sep 28 2021,1878603,1617495.29
United States,Sep 29 2021,2011899,1610322
United States,Sep 30 2021,1935918,1601311.86
United States,Oct  1 2021,1829457,1588652.57
United States,Oct  2 2021,1321062,1584070.86
United States,Oct  3 2021,802085,1573006.14
United States,Oct  4 2021,1275911,1579276.43
United States,Oct  5 2021,1847131,1574780.43
United States,Oct  6 2021,1980131,1570242.14
United States,Oct  7 2021,1903787,1565652
United States,Oct  8 2021,1788036,1559734.71
United States,Oct  9 2021,1238157,1547891.14
United States,Oct 10 2021,725708,1536980.14
United States,Oct 11 2021,1156973,1519989
United States,Oct 12 2021,1659551,1493191.86
United States,Oct 13 2021,1862128,1476334.29
United States,Oct 14 2021,1880965,1473074
United States,Oct 15 2021,1717260,1462963.14
United States,Oct 16 2021,1197642,1457175.29
United States,Oct 17 2021,700419,1453562.57
United States,Oct 18 2021,1233338,1464471.86
United States,Oct 19 2021,1718925,1472953.86
United States,Oct 20 2021,1882591,1475877.14
United States,Oct 21 2021,1839264,1469919.86
United States,Oct 22 2021,1616470,1455521.29
United States,Oct 23 2021,1103177,1442026.29
United States,Oct 24 2021,634223,1432569.71
United States,Oct 25 2021,1157716,1421766.57
United States,Oct 26 2021,1681250,1416384.43
United States,Oct 27 2021,1801708,1404829.71
United States,Oct 28 2021,1691891,1383776.43
United States,Oct 29 2021,1554705,1374952.86
United States,Oct 30 2021,1052197,1367670
United States,Oct 31 2021,614941,1364915.43
United States,Nov  1 2021,1059081,1350824.71
United States,Nov  2 2021,1639976,1344928.43
United States,Nov  3 2021,1893653,1358063.43
United States,Nov  4 2021,1754350,1366986.14
United States,Nov  5 2021,1592131,1372332.71
United States,Nov  6 2021,1113601,1381104.71
United States,Nov  7 2021,832885,1412239.57
United States,Nov  8 2021,1233204,1437114.29
United States,Nov  9 2021,1851715,1467362.71
United States,Nov 10 2021,1807375,1455037.29
United States,Nov 11 2021,1717948,1449837
United States,Nov 12 2021,1475047,1433110.71
United States,Nov 13 2021,1107937,1432301.57
United States,Nov 14 2021,773781,1423858.14
United States,Nov 15 2021,1247420,1425889
United States,Nov 16 2021,1836818,1423760.86
United States,Nov 17 2021,1942898,1443121.29
United States,Nov 18 2021,1875188,1465584.14
United States,Nov 19 2021,1650370,1490630.29
United States,Nov 20 2021,1132279,1494107.71
United States,Nov 21 2021,758163,1491876.57
United States,Nov 22 2021,1151372,1478155.43
United States,Nov 23 2021,1621428,1447385.43
United States,Nov 24 2021,1650630,1405632.86
United States,Nov 25 2021,753438,1245382.86
United States,Nov 26 2021,761483,1118399
United States,Nov 27 2021,902208,1085531.71
United States,Nov 28 2021,815771,1093761.43
United States,Nov 29 2021,1345399,1121479.57
United States,Nov 30 2021,1861396,1155760.71
United States,Dec  1 2021,1940384,1197154.14
United States,Dec  2 2021,2021950,1378370.14
United States,Dec  3 2021,1915626,1543247.71
United States,Dec  4 2021,1356377,1608129
